x,y,V_num,V_ana
-1.000000000000,-1.000000000000,0.056269769760,0.056269769760
-0.968750000000,-1.000000000000,0.057155740892,0.057155740892
-0.937500000000,-1.000000000000,0.058054726104,0.058054726104
-0.906250000000,-1.000000000000,0.058965868044,0.058965868044
-0.875000000000,-1.000000000000,0.059888150509,0.059888150509
-0.843750000000,-1.000000000000,0.060820383782,0.060820383782
-0.812500000000,-1.000000000000,0.061761189761,0.061761189761
-0.781250000000,-1.000000000000,0.062708987178,0.062708987178
-0.750000000000,-1.000000000000,0.063661977237,0.063661977237
-0.718750000000,-1.000000000000,0.064618130108,0.064618130108
-0.687500000000,-1.000000000000,0.065575172776,0.065575172776
-0.656250000000,-1.000000000000,0.066530578836,0.066530578836
-0.625000000000,-1.000000000000,0.067481560908,0.067481560908
-0.593750000000,-1.000000000000,0.068425066412,0.068425066412
-0.562500000000,-1.000000000000,0.069357777506,0.069357777506
-0.531250000000,-1.000000000000,0.070276116037,0.070276116037
-0.500000000000,-1.000000000000,0.071176254342,0.071176254342
-0.468750000000,-1.000000000000,0.072054132712,0.072054132712
-0.437500000000,-1.000000000000,0.072905484250,0.072905484250
-0.406250000000,-1.000000000000,0.073725867679,0.073725867679
-0.375000000000,-1.000000000000,0.074510708486,0.074510708486
-0.343750000000,-1.000000000000,0.075255348448,0.075255348448
-0.312500000000,-1.000000000000,0.075955103293,0.075955103293
-0.281250000000,-1.000000000000,0.076605327799,0.076605327799
-0.250000000000,-1.000000000000,0.077201487201,0.077201487201
-0.218750000000,-1.000000000000,0.077739233338,0.077739233338
-0.187500000000,-1.000000000000,0.078214483489,0.078214483489
-0.156250000000,-1.000000000000,0.078623499503,0.078623499503
-0.125000000000,-1.000000000000,0.078962964500,0.078962964500
-0.093750000000,-1.000000000000,0.079230054294,0.079230054294
-0.062500000000,-1.000000000000,0.079422500666,0.079422500666
-0.031250000000,-1.000000000000,0.079538643795,0.079538643795
0.000000000000,-1.000000000000,0.079577471546,0.079577471546
0.031250000000,-1.000000000000,0.079538643795,0.079538643795
0.062500000000,-1.000000000000,0.079422500666,0.079422500666
0.093750000000,-1.000000000000,0.079230054294,0.079230054294
0.125000000000,-1.000000000000,0.078962964500,0.078962964500
0.156250000000,-1.000000000000,0.078623499503,0.078623499503
0.187500000000,-1.000000000000,0.078214483489,0.078214483489
0.218750000000,-1.000000000000,0.077739233338,0.077739233338
0.250000000000,-1.000000000000,0.077201487201,0.077201487201
0.281250000000,-1.000000000000,0.076605327799,0.076605327799
0.312500000000,-1.000000000000,0.075955103293,0.075955103293
0.343750000000,-1.000000000000,0.075255348448,0.075255348448
0.375000000000,-1.000000000000,0.074510708486,0.074510708486
0.406250000000,-1.000000000000,0.073725867679,0.073725867679
0.437500000000,-1.000000000000,0.072905484250,0.072905484250
0.468750000000,-1.000000000000,0.072054132712,0.072054132712
0.500000000000,-1.000000000000,0.071176254342,0.071176254342
0.531250000000,-1.000000000000,0.070276116037,0.070276116037
0.562500000000,-1.000000000000,0.069357777506,0.069357777506
0.593750000000,-1.000000000000,0.068425066412,0.068425066412
0.625000000000,-1.000000000000,0.067481560908,0.067481560908
0.656250000000,-1.000000000000,0.066530578836,0.066530578836
0.687500000000,-1.000000000000,0.065575172776,0.065575172776
0.718750000000,-1.000000000000,0.064618130108,0.064618130108
0.750000000000,-1.000000000000,0.063661977237,0.063661977237
0.781250000000,-1.000000000000,0.062708987178,0.062708987178
0.812500000000,-1.000000000000,0.061761189761,0.061761189761
0.843750000000,-1.000000000000,0.060820383782,0.060820383782
0.875000000000,-1.000000000000,0.059888150509,0.059888150509
0.906250000000,-1.000000000000,0.058965868044,0.058965868044
0.937500000000,-1.000000000000,0.058054726104,0.058054726104
0.968750000000,-1.000000000000,0.057155740892,0.057155740892
1.000000000000,-1.000000000000,0.056269769760,0.056269769760
-1.000000000000,-0.968750000000,0.057155740892,0.057155740892
-0.968750000000,-0.968750000000,0.058084829490,0.058084923623
-0.937500000000,-0.968750000000,0.059029023060,0.059029204118
-0.906250000000,-0.968750000000,0.059987507859,0.059987770457
-0.875000000000,-0.968750000000,0.060959301565,0.060959640710
-0.843750000000,-0.968750000000,0.061943235342,0.061943645667
-0.812500000000,-0.968750000000,0.062937935863,0.062938411068
-0.781250000000,-0.968750000000,0.063941807265,0.063942339613
-0.750000000000,-0.968750000000,0.064953013293,0.064953593129
-0.718750000000,-0.968750000000,0.065969460077,0.065970075345
-0.687500000000,-0.968750000000,0.066988780065,0.066989415851
-0.656250000000,-0.968750000000,0.068008317800,0.068008955907
-0.625000000000,-0.968750000000,0.069025118300,0.069025736892
-0.593750000000,-0.968750000000,0.070035918924,0.070036492288
-0.562500000000,-0.968750000000,0.071037145722,0.071037644173
-0.531250000000,-0.968750000000,0.072024915292,0.072025305293
-0.500000000000,-0.968750000000,0.072995043259,0.072995287796
-0.468750000000,-0.968750000000,0.073943060451,0.073943119707
-0.437500000000,-0.968750000000,0.074864237771,0.074864070154
-0.406250000000,-0.968750000000,0.075753620667,0.075753184186
-0.375000000000,-0.968750000000,0.076606073800,0.076605327799
-0.343750000000,-0.968750000000,0.077416336256,0.077415243458
-0.312500000000,-0.968750000000,0.078179087172,0.078177615948
-0.281250000000,-0.968750000000,0.078889021166,0.078887147906
-0.250000000000,-0.968750000000,0.079540932375,0.079538643795
-0.218750000000,-0.968750000000,0.080129805289,0.080127100477
-0.187500000000,-0.968750000000,0.080650909944,0.080647801935
-0.156250000000,-0.968750000000,0.081099898481,0.081096415166
-0.125000000000,-0.968750000000,0.081472899643,0.081469083832
-0.093750000000,-0.968750000000,0.081766607464,0.081762516007
-0.062500000000,-0.968750000000,0.081978360385,0.081974062327
-0.031250000000,-0.968750000000,0.082106207174,0.082101781016
0.000000000000,-0.968750000000,0.082148956524,0.082144486757
0.031250000000,-0.968750000000,0.082106207849,0.082101781016
0.062500000000,-0.968750000000,0.081978361732,0.081974062327
0.093750000000,-0.968750000000,0.081766609473,0.081762516007
0.125000000000,-0.968750000000,0.081472902300,0.081469083832
0.156250000000,-0.968750000000,0.081099901767,0.081096415166
0.187500000000,-0.968750000000,0.080650913835,0.080647801935
0.218750000000,-0.968750000000,0.080129809759,0.080127100477
0.250000000000,-0.968750000000,0.079540937391,0.079538643795
0.281250000000,-0.968750000000,0.078889026692,0.078887147906
0.312500000000,-0.968750000000,0.078179093168,0.078177615948
0.343750000000,-0.968750000000,0.077416342677,0.077415243458
0.375000000000,-0.968750000000,0.076606080597,0.076605327799
0.406250000000,-0.968750000000,0.075753627788,0.075753184186
0.437500000000,-0.968750000000,0.074864245162,0.074864070154
0.468750000000,-0.968750000000,0.073943068051,0.073943119707
0.500000000000,-0.968750000000,0.072995051007,0.072995287796
0.531250000000,-0.968750000000,0.072024923122,0.072025305293
0.562500000000,-0.968750000000,0.071037153567,0.071037644173
0.593750000000,-0.968750000000,0.070035926713,0.070036492288
0.625000000000,-0.968750000000,0.069025125960,0.069025736892
0.656250000000,-0.968750000000,0.068008325258,0.068008955907
0.687500000000,-0.968750000000,0.066988787243,0.066989415851
0.718750000000,-0.968750000000,0.065969466897,0.065970075345
0.750000000000,-0.968750000000,0.064953019677,0.064953593129
0.781250000000,-0.968750000000,0.063941813132,0.063942339613
0.812500000000,-0.968750000000,0.062937941133,0.062938411068
0.843750000000,-0.968750000000,0.061943239934,0.061943645667
0.875000000000,-0.968750000000,0.060959305398,0.060959640710
0.906250000000,-0.968750000000,0.059987510853,0.059987770457
0.937500000000,-0.968750000000,0.059029025135,0.059029204118
0.968750000000,-0.968750000000,0.058084830566,0.058084923623
1.000000000000,-0.968750000000,0.057155740892,0.057155740892
-1.000000000000,-0.937500000000,0.058054726104,0.058054726104
-0.968750000000,-0.937500000000,0.059029023060,0.059029204118
-0.937500000000,-0.937500000000,0.060020736286,0.060021087744
-0.906250000000,-0.937500000000,0.061029116206,0.061029628839
